agency_name,sworn_active_persnl,agency_type,state,county,city,zip,fips
Jonestown Police Department,4,Local police department,MS,Coahoma,Jonestown,38639,28027
Jonesville Police Department,4,Local police department,SC,Union,Jonesville,29353,45087
Jonesville Police Department,3,Local police department,VA,Lee,Jonesville,24263,51105
Jonesville Police Department,-9,Local police department,LA,Catahoula,Jonesville,71343,22025
Jonesville Police Department,10,Local police department,NC,Yadkin,Jonesville,28642,37197
Jonesville Police Department,5,Local police department,MI,Hillsdale,Jonesville,49250,26059
Joplin Police Department,92,Local police department,MO,Jasper,Joplin,64801,29097
Joppa Police Department,1,Local police department,IL,Massac,Joppa,62953,17127
Jordan Police Department,8,Local police department,MN,Scott,Jordan,55,27139
Jordan Village Police Department,-9,Local police department,NY,Onondaga,Jordan,13080,36067
Josephine County Sheriff's Office,57,Sheriff's office,OR,Josephine,Grants Pass,97526,41033
Josephine Police Department,1,Local police department,TX,Collin,Josephine,75164,48085
Joshua Police Department,13,Local police department,TX,Johnson,Joshua,76058,48251
Jourdanton Police Department,8,Local police department,TX,Atascosa,Jourdanton,78026,48013
Juab County Sheriff's Office,8,Sheriff's office,UT,Juab,Nephi,84648,49023
Judith Basin County Sheriff's Office,4,Sheriff's office,MT,Judith Basin,Stanford,59479,30045
Judson I.S.D. Police Dept.,20,Special jurisdiction,TX,Bexar,Converse,78109,48029
Judsonia Police Department,2,Local police department,AR,White,Judsonia,72081,5145
Junction City Police Department,1,Local police department,OH,Perry,Junction City,43748,39127
Junction City Police Department,3,Local police department,KY,Boyle,Junction City,40440,21021
Junction City Police Department,-9,Local police department,OR,Lane,Junction City,97448,41039
Junction City Police Department,49,Local police department,KS,Geary,Junction City,66441,20061
Junction Police Department,5,Local police department,TX,Kimble,Junction,76849,48267
Juneau County Sheriff's Office,45,Sheriff's office,WI,Juneau,Mauston,53948,55057
Juneau Police Department,4,Local police department,WI,Dodge,Juneau,53039,55027
Juneau Police Dept.,44,Local police department,AK,Juneau,Juneau,99801,2110
Juniata County Sheriff's Office,5,Sheriff's office,PA,Juniata,Mifflintown,17059,42067
Juniata Valley Regional Police Department,-9,Local police department,PA,Huntingdon,Petersburg,16669,42061
Junior Police Department,1,Local police department,WV,Barbour,Junior,26275,54001
Juno Beach Police Department,14,Local police department,FL,Palm Beach,Juno Beach,33408,12099
Jupiter Inlet Colony Police Department,5,Local police department,FL,Palm Beach,Jupiter Inlet Colony,33469,12099
Jupiter Island Public Safety Department,16,Local police department,FL,Martin,Hobe Sound,33455,12085
Jupiter Police Department,102,Local police department,FL,Palm Beach,Jupiter,33458,12099
Justice Police Dept,24,Local police department,IL,Cook,Justice,60458,17031
Justin Police Department,5,Local police department,TX,Denton,Justin,76247,48121
Kadoka Police Department,1,Local police department,SD,Jackson,Kadoka,57543,46071
Kahoka Police Department,3,Local police department,MO,Clark,Kahoka,63445,29045
Kake Police Dept.,2,Local police department,AK,Wrangell Petersburg,Kake,99830,2280
Kalama Police Department,5,Local police department,WA,Cowlitz,Kalama,98625,53015
Kalamazoo County Sheriff's Office,149,Sheriff's office,MI,Kalamazoo,Kalamazoo,49048,26077
Kalamazoo Dept of Public Safety,244,Local police department,MI,Kalamazoo,Kalamazoo,49001,26077
Kalamazoo Township Police Department,32,Local police department,MI,Kalamazoo,Kalamazoo,49004,26077
Kalida Police Department,1,Local police department,OH,Putnam,Kalida,45853,39137
Kalispel Tribal Police,8,Local police department,WA,Pend Oreille,Usk,99180,53051
Kalispell Police Department,36,Local police department,MT,Flathead,Kalispell,59903,30029
Kalkaska County Sheriff's Office,18,Sheriff's office,MI,Kalkaska,Kalkaska,49646,26079
Kalkaska Police Department,4,Local police department,MI,Kalkaska,Kalkaska,49646,26079
Kamas Police Department,2,Local police department,UT,Summit,Kamas,84036,49043
Kamiah Police Department,2,Local police department,ID,Lewis,Kamiah,83536,16061
Kanab Police Department,6,Local police department,UT,Kane,Kanab,84741,49025
Kanabec County Sheriff's Office,15,Sheriff's office,MN,Kanabec,Mora,55051,27065
Kanawha County Park Police,4,Special jurisdiction,WV,Kanawha,Charleston,25311,54039
Kanawha County Sheriff's Office,101,Sheriff's office,WV,Kanawha,Charleston,25301,54039
Kanawha Police Department,1,Local police department,IA,Hancock,Kanawha,50447,19081
Kandiyohi County Sheriff's Office,35,Sheriff's office,MN,Kandiyohi,Willmar,56201,27067
Kane Borough Police Department,5,Local police department,PA,McKean,Kane,16735,42083
Kane County Forest Preserve Police Dept,6,Special jurisdiction,IL,Kane,Geneva,60134,17089
Kane County Sheriff's Office,92,Sheriff's office,IL,Kane,Geneva,60134,17089
Kane County Sheriff's Office,12,Sheriff's office,UT,Kane,Kanab,84741,49025
Kankakee County Sheriff's Office,60,Sheriff's office,IL,Kankakee,Kankakee,60901,17091
Kankakee Police Dept,73,Local police department,IL,Kankakee,Kankakee,60901,17091
Kannapolis Police Department,78,Local police department,NC,Cabarrus,Kannapolis,28081,37025
Kansas Alcoholic Beverage Control Division,20,Special jurisdiction,KS,Shawnee,Topeka,66625,20177
Kansas Animal Health Dept - Brand Division,2,Special jurisdiction,KS,Shawnee,Topeka,66603,20177
Kansas Bureau of Investigation,82,Special jurisdiction,KS,Shawnee,Topeka,66612,20177
Kansas City International Airport Police,54,Special jurisdiction,MO,Platte,Kansas City,64195,29165
Kansas City Kansas Community College Campus Police,9,Special jurisdiction,KS,Wyandotte,Kansas City,66112,20209
Kansas City Police Department,354,Local police department,KS,Wyandotte,Kansas City,66101,20209
Kansas City Police Department,1421,Local police department,MO,Jackson,Kansas City,64106,29095
Kansas Dept of Revenue - Criminal Investigations Unit,2,Special jurisdiction,KS,Shawnee,Topeka,66612,20177
Kansas Dept of Wildlife & Parks,178,Special jurisdiction,KS,Pratt,Pratt,67124,20151
Kansas Highway Patrol,525,Primary state law enforcement agency,KS,Shawnee,Topeka,66603,20177
Kansas Lottery Security Division,5,Special jurisdiction,KS,Shawnee,Topeka,66603,20177
Kansas Police Department,2,Local police department,OK,Delaware,Kansas,74347,40041
Kansas Police Dept,1,Local police department,IL,Edgar,Kansas,61933,17045
Kansas Racing & Gaming Commission - Security Division,10,Special jurisdiction,KS,Shawnee,Topeka,66603,20177
Kansas Securities Commissioner,7,Special jurisdiction,KS,Shawnee,Topeka,66603,20177
Kansas State Fire Marshal,12,Special jurisdiction,KS,Shawnee,Topeka,66603,20177
Kansas State University Police Department,20,Special jurisdiction,KS,Riley,Manhattan,66506,20161
Kaplan Police Department,16,Local police department,LA,Vermilion,Kaplan,70548,22113
Karnes City Police Department,6,Local police department,TX,Karnes,Karnes City,78118,48255
Karnes County Constable Pct. 1,1,Constable/marshal,TX,Karnes,Kenedy,78119,48255
Karnes County Constable Pct. 3,-9,Constable/marshal,TX,Karnes,Karnes City,78118,48255
Karnes County Constable Pct. 4,1,Constable/marshal,TX,Karnes,Runge,78151,48255
Karnes County Sheriff's Office,9,Sheriff's office,TX,Karnes,Karnes City,78118,48255
Kasson Police Department,8,Local police department,MN,Dodge,Kasson,55944,27039
Katy I.S.D. Police Dept.,36,Special jurisdiction,TX,Harris,Katy,77449,48201
Katy Police Department,43,Local police department,TX,Harris,Katy,77493,48201
Kauai (County) Police Department,125,Local police department,HI,Kauai,Lihue,96766,15007
Kaufman  I.S.D. Police Dept.,4,Special jurisdiction,TX,Kaufman,Kaufman,75142,48257
Kaufman County Constable Pct. 1,2,Constable/marshal,TX,Kaufman,Kaufman,75142,48257
Kaufman County Constable Pct. 2,3,Constable/marshal,TX,Kaufman,Forney,75126,48257
Kaufman County Constable Pct. 3,2,Constable/marshal,TX,Kaufman,Terrell,75160,48257
Kaufman County Constable Pct. 4,2,Constable/marshal,TX,Kaufman,Kemp,75143,48257
Kaufman County Sheriff's Office,79,Sheriff's office,TX,Kaufman,Kaufman,75142,48257
Kaufman Police Department,18,Local police department,TX,Kaufman,Kaufman,75142,48257
Kaukauna Police Department,24,Local police department,WI,Outagamie,Kaukauna,54130,55087
Kaw City Police Department,1,Local police department,OK,Kay,Kaw City,74641,40071
Kaw Nation Tribal Police,6,Local police department,OK,Kay,Kaw City,74641,40071
Kay County Sheriff's Office,13,Sheriff's office,OK,Kay,Newkirk,74647,40071
Kaycee Police Department,1,Local police department,WY,Johnson,Kaycee,82639,56019
Kaysville Police Department,20,Local police department,UT,Davis,Kaysville,84037,49011
Kean University Police,27,Special jurisdiction,NJ,Union,Union,7083,34039
Keansburg Police,37,Local police department,NJ,Monmouth,Keansburg,7734,34025
Kearney County Sheriff's Office,7,Sheriff's office,NE,Kearney,Minden,68959,31099
Kearney Police Department,14,Local police department,MO,Clay,Kearney,64060,29047
Kearney Police Dept,52,Local police department,NE,Buffalo,Kearney,68847,31019
Kearny County Sheriff's Office,12,Sheriff's office,KS,Kearny,Lakin,67860,20093
Kearny Police,119,Local police department,NJ,Hudson,Kearny,7032,34017
Kearny Police Department,5,Local police department,AZ,Pinal,Kearny,85237,4021
Kechi Police Department,5,Local police department,KS,Sedgwick,Kechi,67067,20173
Keego Harbor Police Department,5,Local police department,MI,Oakland,Keego Harbor,48320,26125
Keene Police Department,46,Local police department,NH,Cheshire,Keene,3431,33005
Keene Police Department,10,Local police department,TX,Johnson,Keene,76059,48251
Keewatin Police Department,3,Local police department,MN,Itasca,Keewatin,55753,27061
Keiser Police Department,-9,Local police department,AR,Mississippi,Keiser,72351,5093
Keith County Sheriff's Office,8,Sheriff's office,NE,Keith,Ogallala,69153,31101
Keizer Police Department,41,Local police department,OR,Marion,Keizer,97307,41047
Keller Police Department,51,Local police department,TX,Tarrant,Keller,76248,48439
Kelleys Island Police Department,-9,Local police department,OH,Erie,Kelleys Island,43438,39043
Kellogg Police Department,1,Local police department,IA,Jasper,Kellogg,50135,19099
Kellogg Police Department,7,Local police department,ID,Shoshone,Kellogg,83837,16079
Kellyville Police Department,3,Local police department,OK,Creek,Kellyville,74039,40037
Kelso Police Department,28,Local police department,WA,Cowlitz,Kelso,98626,53015
Kemah Police Department,19,Local police department,TX,Galveston,Kemah,77565,48167
Kemmerer Police Dept,8,Local police department,WY,Lincoln,Kemmerer,83101,56023
Kemp I.S.D. Police Dept.,1,Special jurisdiction,TX,Kaufman,Kemp,75143,48257
Kemp Police Department,4,Local police department,TX,Kaufman,Kemp,75143,48257
Kemper County Sheriff's Office,8,Sheriff's office,MS,Kemper,De Kalb,39328,28069
Kempner Police Department,1,Local police department,TX,Lampasas,Kempner,76539,48281
Kempton Police Dept.,1,Local police department,IN,Tipton,Kempton,46049,18159
Kenai Police Dept.,19,Local police department,AK,Kenai Peninsula,Kenai,99611,2122
Kenansville Police Department,5,Local police department,NC,Duplin,Kenansville,28349,37061
Kenbridge Police Department,5,Local police department,VA,Lunenburg,Kenbridge,23944,51111
Kendall County Constable Pct. 1,1,Constable/marshal,TX,Kendall,Boerne,78006,48259
Kendall County Constable Pct. 2,1,Constable/marshal,TX,Kendall,Boerne,78006,48259
Kendall County Constable Pct. 3,1,Constable/marshal,TX,Kendall,Boerne,78006,48259
Kendall County Constable Pct. 4,1,Constable/marshal,TX,Kendall,Comfort,78013,48259
Kendall County Sheriff's Office,106,Sheriff's office,IL,Kendall,Yorkville,60560,17093
Kendall County Sheriff's Office,45,Sheriff's office,TX,Kendall,Boerne,78006,48259
Kendallville Police,18,Local police department,IN,Noble,Kendallville,46755,18113
Kenedy County Constable Pct. 4,1,Constable/marshal,TX,Kenedy,Armstrong,78338,48261
Kenedy County Sheriff's Office,12,Sheriff's office,TX,Kenedy,Sarita,78385,48261
Kenedy Police Department,-9,Local police department,TX,Karnes,Kenedy,78119,48255
Kenefick Police Department,2,Local police department,TX,Liberty,Dayton,77535,48291
Kenilworth Borough Police,-9,Local police department,NJ,Union,Kenilworth,7033,34039
Kenilworth Police Dept,11,Local police department,IL,Cook,Kenilworth,60043,17031
Kenly Police Department,7,Local police department,NC,Johnston,Kenly,27542,37101
Kenmare Police Department,3,Local police department,ND,Ward,Kenmare,58746,38101
Kenmore Village Police Department,25,Local police department,NY,Erie,Kenmore,14217,36029
Kennebec County Sheriff's Office,22,Sheriff's office,ME,Kennebec,Augusta,4330,23011
Kennebunk Police Department,21,Local police department,ME,York,Kennebunk,4043,23031
Kennebunkport Police Department,12,Local police department,ME,York,Kennebunkport,4046,23031
Kennedale Police Department,19,Local police department,TX,Tarrant,Kennedale,76060,48439
Kennedy Township Police Department,10,Local police department,PA,Allegheny,Coraopolis,15108,42003
Kenner Police Department,162,Local police department,LA,Jefferson,Kenner,70062,22051
Kennesaw Police Department,60,Local police department,GA,Cobb,Kennesaw,30144,13067
Kennesaw State University - Dept of Public Safety,23,Special jurisdiction,GA,Cobb,Kennesaw,30144,13067
Kenneth City Police Department,14,Local police department,FL,Pinellas,Kenneth City,33709,12103
Kennett Police Department,23,Local police department,MO,Dunklin,Kennett,63857,29069
Kennett Square Borough Police Department,12,Local police department,PA,Chester,Kennett Square,19348,42029
Kennett Township Police Department,1,Local police department,PA,Chester,Chadds Ford,19317,42029
Kennewick Police Department,90,Local police department,WA,Benton,Kennewick,99336,53005
Kenosha County Sheriff's Office,122,Sheriff's office,WI,Kenosha,Kenosha,53140,55059
Kenosha Police Department,192,Local police department,WI,Kenosha,Kenosha,53140,55059
Kenova Police Department,8,Local police department,WV,Wayne,Kenova,25530,54099
Kensett Police Department,4,Local police department,AR,White,Kensett,72082,5145
Kensington Police Department,10,Local police department,CA,Contra Costa,Kensington,94707,6013
Kensington Police Department,4,Local police department,NH,Rockingham,Kensington,3833,33015
Kensington Village Police Department,6,Local police department,NY,Nassau,Great Neck,11021,36059
Kent County Sheriff's Office,204,Sheriff's office,MI,Kent,Grand Rapids,49503,26081
Kent County Sheriff's Office,23,Sheriff's office,MD,Kent,Chestertown,21620,24029
Kent County Sheriff's Office,1,Sheriff's office,TX,Kent,Jayton,79528,48263
Kent Police Department,138,Local police department,WA,King,Kent,98032,53033
Kent Police Department,42,Local police department,OH,Portage,Kent,44240,39133
Kent State University Police Department,26,Special jurisdiction,OH,Portage,Kent,44242,39133
Kent Town Police Department,21,Local police department,NY,Putnam,Kent Lakes,10512,36079
Kentland Police,2,Local police department,IN,Newton,Kentland,47951,18111
Kenton County Police Department,36,Local police department,KY,Kenton,Independence,41051,21117
Kenton County Schools Police Department,1,Special jurisdiction,KY,Kenton,Ft. Wright,41017,21117
Kenton County Sheriff's Office,35,Sheriff's office,KY,Kenton,Covington,41011,21117
Kenton Police Department,16,Local police department,OH,Hardin,Kenton,43326,39065
Kenton Police Department,5,Local police department,TN,Obion,Kenton,38233,47131
Kentucky Alcoholic Beverage Control,30,Special jurisdiction,KY,Franklin,Frankfort,40601,21073
Kentucky Department of Fish & Wildlife,140,Special jurisdiction,KY,Franklin,Frankfort,40601,21073
Kentucky Department of Parks - Ranger Division,60,Special jurisdiction,KY,Franklin,Frankfort,40601,21073
Kentucky Division of Animal Health - Field Enforcement,7,Special jurisdiction,KY,Franklin,Frankfort,40602,21073
Kentucky Horse Park Police Department,8,Special jurisdiction,KY,Fayette,Lexington,40511,21067
Kentucky Public Protecton Cabinet - Dept of Insurance - Fraud Division,11,Special jurisdiction,KY,Franklin,Frankfort,40604,21073
Kentucky State Police,882,Primary state law enforcement agency,KY,Franklin,Frankfort,40601,21073
Kentucky State University Police Department,13,Special jurisdiction,KY,Franklin,Frankfort,40601,21073
Kentwood Police Department,8,Local police department,LA,Tangipahoa,Kentwood,70444,22105
Kentwood Police Department,68,Local police department,MI,Kent,Grand Rapids,49512,26081
Kenyon Police Department,3,Local police department,MN,Goodhue,Kenyon,55946,27049
Keokuk County Sheriff's Office,4,Sheriff's office,IA,Keokuk,Sigourney,52591,19107
Keokuk Police Department,22,Local police department,IA,Lee,Keokuk,52632,19111
Keota Police Department,1,Local police department,OK,Haskell,Keota,74941,40061
Keota Police Department,1,Local police department,IA,Keokuk,Keota,52248,19107
Kerens Police Department,3,Local police department,TX,Navarro,Kerens,75144,48349
Kerman Police Department,17,Local police department,CA,Fresno,Kerman,93630,6019
Kermit Police Department,1,Local police department,WV,Mingo,Kermit,25674,54059
Kermit Police Department,-9,Local police department,TX,Winkler,Kermit,79745,48495
Kern County Sheriff's Office,512,Sheriff's office,CA,Kern,Bakersfield,93308,6029
Kern High School District Police Department,22,Special jurisdiction,CA,Kern,Bakersfield,93309,6029
Kernersville Police Department,65,Local police department,NC,Forsyth,Kernersville,27285,37067
Kerr County Constable Pct. 1,2,Constable/marshal,TX,Kerr,Kerrville,78028,48265
Kerr County Constable Pct. 2,1,Constable/marshal,TX,Kerr,Kerrville,78028,48265
Kerr County Constable Pct. 3,1,Constable/marshal,TX,Kerr,Kerrville,78028,48265
Kerr County Constable Pct. 4,1,Constable/marshal,TX,Kerr,Ingram,78025,48265
Kerr County Sheriff's Office,45,Sheriff's office,TX,Kerr,Kerrville,78028,48265
Kerrville Police Department,51,Local police department,TX,Kerr,Kerrville,78028,48265
Kersey Police Department,4,Local police department,CO,Weld,Kersey,80644,8123
Kershaw County Sheriff's Office,61,Sheriff's office,SC,Kershaw,Lugoff,29078,45055
Ketchikan Airport Police,3,Special jurisdiction,AK,Ketchikan Gateway,Ketchikan,99901,2130
Ketchikan Police Dept.,22,Local police department,AK,Ketchikan Gateway,Ketchikan,99901,2130
Ketchum Police Department,10,Local police department,ID,Blaine,Ketchum,83340,16013
Kettering Police Department,81,Local police department,OH,Montgomery,Kettering,45429,39113
Kettle Falls Police Department,4,Local police department,WA,Stevens,Kettle Falls,99141,53065
Kewanee Police Dept,24,Local police department,IL,Henry,Kewanee,61443,17073
Kewaskum Police Department,7,Local police department,WI,Washington,Kewaskum,53040,55131
Kewaunee County Sheriff's Office,30,Sheriff's office,WI,Kewaunee,Kewaunee,54216,55061
Kewaunee Police Department,6,Local police department,WI,Kewaunee,Kewaunee,54216,55061
Keweenaw Bay Tribal Police Department,13,Local police department,MI,Baraga,Baraga,49908,26013
Keweenaw County Sheriff's Office,6,Sheriff's office,MI,Keweenaw,Eagle River,49950,26083
Key Biscayne Police Department,27,Local police department,FL,Miami-Dade,Key Biscayne,33149,12086
Key Colony Beach Police Department,6,Local police department,FL,Monroe,Key Colony Beach,33051,12087
Key West Police Department,87,Local police department,FL,Monroe,Key West,33040,12087
Keya Paha County Sheriff's Office,2,Sheriff's office,NE,Keya Paha,Springview,68778,31103
Keyes Police Department,1,Local police department,OK,Cimarron,Keyes,73947,40025
Keyport Police,19,Local police department,NJ,Monmouth,Keyport,7735,34025
Keyser Police Department,11,Local police department,WV,Mineral,Keyser,26726,54057
Keystone Police Department,1,Local police department,WV,McDowell,Keystone,24868,54047
Kibler Police Department,-9,Local police department,AR,Crawford,Van Buren,72956,5033
Kickapoo Nation Tribal Police,11,Local police department,OK,Lincoln,Mc Loud,74851,40081
Kickapoo Tribal Police Department,7,Local police department,KS,Brown,Horton,66439,20013
Kidder County Sheriff's Office,2,Sheriff's office,ND,Kidder,Steele,58482,38043
Kidder Township Police Department,10,Local police department,PA,Carbon,Lake Harmony,18624,42025
Kiefer Police Department,3,Local police department,OK,Creek,Kiefer,74041,40037
Kiel Police Department,7,Local police department,WI,Manitowoc,Kiel,53042,55071
Kildeer Police Dept,21,Local police department,IL,Lake,Lake Zurich,60047,17097
Kilgore College Police Dept.,6,Special jurisdiction,TX,Gregg,Kilgore,75662,48183
Kilgore Police Department,35,Local police department,TX,Gregg,Kilgore,75663,48183
Kill Devil Hills Police Department,25,Local police department,NC,Dare,Kill Devil Hills,27948,37055
Killdeer Police Department,2,Local police department,ND,Dunn,Killdeer,58640,38025
Killeen I.S.D. Police Department,14,Special jurisdiction,TX,Bell,Killeen,76543,48027
Killeen Municipal Court,3,Constable/marshal,TX,Bell,Killeen,76541,48027
Killeen Police Department,190,Local police department,TX,Bell,Killeen,76541,48027
Killen Police Department,5,Local police department,AL,Lauderdale,Killen,35645,1077
Killian Police Department,2,Local police department,LA,Livingston,Springfield,70462,22063
Kilmarnock Police Department,5,Local police department,VA,Lancaster,Kilmarnock,22482,51103
Kilmichael Police Department,1,Local police department,MS,Montgomery,Kilmichael,39747,28097
Kimball County Sheriff's Office,3,Sheriff's office,NE,Kimball,Kimball,69145,31105
Kimball Police Department,1,Local police department,SD,Jerauld,Kimball,57355,46073
Kimball Police Department,-9,Local police department,WV,McDowell,Kimball,24853,54047
Kimball Police Department,9,Local police department,TN,Marion,Kimball,37347,47115
Kimball Police Department,4,Local police department,MN,Stearns,Kimball,55353,27145
Kimball Police Dept,6,Local police department,NE,Kimball,Kimball,69145,31105
Kimberling City Police Department,7,Local police department,MO,Stone,Kimberling City,65686,29209
Kimberly Police Department,4,Local police department,AL,Jefferson,Kimberly,35091,1073
Kimberly/Hansen Police Department,7,Local police department,ID,Twin Falls,Kimberly,83341,16083
Kimble County Sheriff's Office,12,Sheriff's office,TX,Kimble,Junction,76849,48267
Kincaid Police Dept,1,Local police department,IL,Christian,Kincaid,62540,17021
Kinder Police Department,17,Local police department,LA,Allen,Kinder,70648,22003
King & Queen County Sheriff's Office,12,Sheriff's office,VA,King and Queen,King And Queen Court House,23085,51097
King City Police Department,15,Local police department,CA,Monterey,King City,93930,6053
King City Police Department,5,Local police department,OR,Washington,King City,97224,41067
King City Police Department,1,Local police department,MO,Gentry,King City,64463,29075
King County Airport Police Department,18,Special jurisdiction,WA,King,Seattle,98108,53033
King County Sheriff's Office,721,Sheriff's office,WA,King,Seattle,98104,53033
King County Sheriff's Office,1,Sheriff's office,TX,King,Guthrie,79236,48269
King Cove Police Dept.,4,Local police department,AK,Aleutians East,King Cove,99612,2013
King George County Sheriff's Office,29,Sheriff's office,VA,King George,King George,22485,51099
King Police Department,21,Local police department,NC,Stokes,King,27021,37169
King William County Sheriff's Office,21,Sheriff's office,VA,King William,King William,23086,51101
Kingfisher County Sheriff's Office,8,Sheriff's office,OK,Kingfisher,Kingfisher,73750,40073
Kingfisher Police Department,10,Local police department,OK,Kingfisher,Kingfisher,73750,40073
Kingman County Sheriff's Office,7,Sheriff's office,KS,Kingman,Kingman,67068,20095
Kingman Police Department,57,Local police department,AZ,Mohave,Kingman,86401,4015
Kingman Police Department,6,Local police department,KS,Kingman,Kingman,67068,20095
Kings County Sheriff's Office,79,Sheriff's office,CA,Kings,Hanford,93232,6031
Kings Mountain Police Department,30,Local police department,NC,Cleveland,Kings Mountain,28086,37045
Kings Point Village Police Department,22,Local police department,NY,Nassau,Kings Point,11024,36059
Kingsburg Police Department,16,Local police department,CA,Fresno,Kingsburg,93631,6019
Kingsbury County Sheriff's Office,4,Sheriff's office,SD,Kingsbury,De Smet,57231,46077
Kingsford Dept of Public Safety,20,Local police department,MI,Dickinson,Kingsford,49802,26043
Kingsford Heights Police,3,Local police department,IN,La Porte,Kingsford Heights,46346,18091
Kingsland Police Dept,43,Local police department,GA,Camden,Kingsland,31548,13039
Kingsley Police Department,-9,Local police department,IA,Plymouth,Kingsley,51028,19149
Kingsport Police Department,111,Local police department,TN,Sullivan,Kingsport,37660,47163
Kingston Police Department,3,Local police department,GA,Bartow,Kingston,30145,13015
Kingston Police Department,80,Local police department,NY,Ulster,Kingston,12401,36111
Kingston Police Department,1,Local police department,MI,Tuscola,Kingston,48741,26157
Kingston Police Department,24,Local police department,MA,Plymouth,Kingston,2364,25023
Kingston Police Department,20,Local police department,PA,Luzerne,Kingston,18704,42079
Kingston Police Department,12,Local police department,TN,Roane,Kingston,37763,47145
Kingston Police Department,8,Local police department,NH,Rockingham,Kingston,3848,33015
Kingston Police Department,7,Local police department,OK,Marshall,Kingston,73439,40095
Kingston Police Dept,2,Local police department,IL,DeKalb,Kingston,60145,17037
Kingston Springs Police Department,5,Local police department,TN,Cheatham,Kingston Springs,37082,47021
Kingston Township Police Department,10,Local police department,PA,Luzerne,Shavertown,18708,42079
Kingstown Police Department,1,Local police department,NC,Cleveland,Kingstown,28150,37045
Kingstree Police Department,19,Local police department,SC,Williamsburg,Kingstree,29556,45089
Kingsville Police Department,45,Local police department,TX,Kleberg,Kingsville,78363,48273
Kingwood Police Department,4,Local police department,WV,Preston,Kingwood,26537,54077
Kinloch Police Department,6,Local police department,MO,St. Louis,Kinloch,63140,29189
Kinmundy Police Dept,1,Local police department,IL,Marion,Kinmundy,62854,17121
Kinnelon Police,16,Local police department,NJ,Morris,Kinnelon,7405,34027
Kinney County Constable Pct. 1,1,Constable/marshal,TX,Kinney,Brackettville,78832,48271
Kinney County Sheriff's Office,12,Sheriff's office,TX,Kinney,Brackettville,78832,48271
Kinross Township Police Department,3,Local police department,MI,Chippewa,Kincheloe,49788,26033
Kinsey Police Department,2,Local police department,AL,Houston,Kinsey,36303,1069
Kinsman Township Police Department,5,Local police department,OH,Trumbull,Kinsman,44428,39155
Kinston Police Department,1,Local police department,AL,Coffee,Kinston,36453,1031
Kinston Police Department,74,Local police department,NC,Lenoir,Kinston,28502,37107
Kiowa County Sheriff's Office,4,Sheriff's office,OK,Kiowa,Hobart,73651,40075
Kiowa County Sheriff's Office,4,Sheriff's office,CO,Kiowa,Eads,81036,8061
Kiowa County Sheriff's Office,8,Sheriff's office,KS,Kiowa,Greensburg,67054,20097
Kiowa Police Department,2,Local police department,KS,Barber,Kiowa,67070,20007
Kiowa Police Department,3,Local police department,CO,Elbert,Kiowa,80117,8039
Kiowa Police Department,-9,Local police department,OK,Pittsburg,Kiowa,74553,40121
Kirby Police Department,13,Local police department,TX,Bexar,San Antonio,78219,48029
Kirbyville Police Department,5,Local police department,TX,Jasper,Kirbyville,75956,48241
Kirkland Police Department,67,Local police department,WA,King,Kirkland,98033,53033
Kirkland Police Dept,3,Local police department,IL,DeKalb,Kirkland,60146,17037
Kirkland Town Police Department,6,Local police department,NY,Oneida,Clark Mills,13321,36065
Kirklin Police,1,Local police department,IN,Clinton,Kirklin,46050,18023
Kirksville Police Department,25,Local police department,MO,Adair,Kirksville,63501,29001
Kirkwood Police Department,58,Local police department,MO,St. Louis,Kirkwood,63122,29189
Kirtland Community College Dept of Public Safety,1,Special jurisdiction,MI,Roscommon,Roscommon,48653,26143
Kirtland Hills Police Department,9,Local police department,OH,Lake,Kirtland Hills,44060,39085
Kirtland Police Department,9,Local police department,OH,Lake,Kirtland,44094,39085
Kiskiminetas Township Police Department,1,Local police department,PA,Armstrong,Spring Church,15686,42005
Kissimmee Police Department,136,Local police department,FL,Osceola,Kissimmee,34741,12097
Kit Carson County Sheriff's Office,7,Sheriff's office,CO,Kit Carson,Burlington,80807,8063
Kitsap County Sheriff's Office,121,Sheriff's office,WA,Kitsap,Port Orchard,98366,53035
Kittanning Borough Police Department,8,Local police department,PA,Armstrong,Kittanning,16201,42005
Kittery Police Department,21,Local police department,ME,York,Kittery,3904,23031
Kittitas County Sheriff's Office,40,Sheriff's office,WA,Kittitas,Ellensburg,98926,53037
Kittitas Police Department,2,Local police department,WA,Kittitas,Kittitas,98934,53037
Kittson County Sheriff's Office,5,Sheriff's office,MN,Kittson,Hallock,56728,27069
Kitty Hawk Police Department,17,Local police department,NC,Dare,Kitty Hawk,27949,37055
Klamath County Sheriff's Office,73,Sheriff's office,OR,Klamath,Klamath Falls,97603,41035
Klamath Falls Police Department,39,Local police department,OR,Klamath,Klamath Falls,97601,41035
Klawock Police Dept.,3,Local police department,AK,Prince of Wales-Hyder,Klawock,99925,2201
Kleberg County Constable Pct. 2,1,Constable/marshal,TX,Kleberg,Kingsville,78364,48273
Kleberg County Constable Pct. 3,1,Constable/marshal,TX,Kleberg,Riviera,78379,48273
Kleberg County Constable Pct. 4,1,Constable/marshal,TX,Kleberg,Kingsville,78363,48273
Kleberg County Sheriff's Office,24,Sheriff's office,TX,Kleberg,Kingsville,78364,48273
Klein I.S.D. Police Dept.,28,Special jurisdiction,TX,Harris,Klein,77379,48201
