agency_name,sworn_active_persnl,agency_type,state,county,city,zip,fips
Sunnyvale Department of Public Safety,210,Local police department,CA,Santa Clara,Sunnyvale,94088,6085
Sunray Police Department,3,Local police department,TX,Moore,Sunray,79086,48341
Sunrise Beach Police Department,5,Local police department,MO,Camden,Sunrise Beach,65079,29029
Sunrise Beach Police Department,2,Local police department,TX,Llano,Sunrise Beach,78643,48299
Sunrise Police Department,175,Local police department,FL,Broward,Sunrise,33323,12011
Sunriver Police Department,11,Local police department,OR,Deschutes,Sunriver,97707,41017
Sunset Beach Police Department,12,Local police department,NC,Brunswick,Sunset Beach,28468,37019
Sunset Hills Police Department,26,Local police department,MO,St. Louis,Sunset Hills,63127,29189
Sunset Police Department,8,Local police department,UT,Davis,Sunset,84015,49011
Sunset Police Department,-9,Local police department,LA,St. Landry,Sunset,70584,22097
Sunset Valley Police Department,13,Local police department,TX,Travis,Sunset Valley,78745,48453
Superior Police Department,10,Local police department,AZ,Pinal,Superior,85273,4021
Superior Police Department,57,Local police department,WI,Douglas,Superior,54880,55031
Superior Police Dept,4,Local police department,NE,Nuckolls,Superior,68978,31129
Suquamish Tribal Police,14,Local police department,WA,Kitsap,Suquamish,98392,53035
Surf City Police,10,Local police department,NJ,Ocean,Surf City,8008,34029
Surf City Police Department,17,Local police department,NC,Pender,Surf City,28445,37141
Surfside Beach Police Department,7,Local police department,TX,Brazoria,Surfside Beach,77541,48039
Surfside Beach Public Safety Department,21,Local police department,SC,Horry,Surfside Beach,29575,45051
Surfside Police Department,32,Local police department,FL,Miami-Dade,Surfside,33154,12086
Surgoinsville Police Department,2,Local police department,TN,Hawkins,Surgoinsville,37873,47073
Suring Police Department,1,Local police department,WI,Oconto,Suring,54174,55083
Surprise Police Department,127,Local police department,AZ,Maricopa,Surprise,85374,4013
Surrey Police Department,1,Local police department,ND,Ward,Surrey,58785,38101
Surry Community College Police Department,2,Special jurisdiction,NC,Surry,Dobson,27017,37171
Surry County Sheriff's Office,58,Sheriff's office,NC,Surry,Dobson,27017,37171
Surry County Sheriff's Office,13,Sheriff's office,VA,Surry,Surry,23883,51181
Susanville Police Department,16,Local police department,CA,Lassen,Susanville,96130,6035
Susquehanna Area Regional Airport Authority,11,Special jurisdiction,PA,Dauphin,Middletown,17057,42043
Susquehanna County Detectives,1,Special jurisdiction,PA,Susquehanna,Montrose,18801,42115
Susquehanna County Sheriff's Office,7,Sheriff's office,PA,Susquehanna,Montrose,18801,42115
Susquehanna Regional Police Department,14,Local police department,PA,Lancaster,Marietta,17547,42071
Susquehanna Township Police Department,40,Local police department,PA,Dauphin,Harrisburg,17110,42043
Sussex County Prosecutor's Chief,23,Special jurisdiction,NJ,Sussex,Newton,7860,34037
Sussex County Sheriff's Office,38,Sheriff's office,VA,Sussex,Sussex,23884,51183
Sussex County Sheriff's Office,122,Sheriff's office,NJ,Sussex,Newton,7860,34037
Sutherland Police Department,1,Local police department,IA,O'Brien,Sutherland,51058,19141
Sutherlin Police Department,14,Local police department,OR,Douglas,Sutherlin,97479,41019
Sutter County Sheriff's Office,105,Sheriff's office,CA,Sutter,Yuba City,95993,6101
Sutter Creek Police Department,6,Local police department,CA,Amador,Sutter Creek,95685,6005
Sutton County Sheriff's Office,5,Sheriff's office,TX,Sutton,Sonora,76950,48435
Sutton Police Department,3,Local police department,NH,Merrimack,Sutton,3260,33013
Sutton Police Department,15,Local police department,MA,Worcester,Sutton,1590,25027
Sutton Police Department,1,Local police department,WV,Braxton,Sutton,26601,54007
Sutton Police Dept,2,Local police department,NE,Clay,Sutton,68979,31035
Suttons Bay Police Department,1,Local police department,MI,Leelanau,Suttons Bay,49682,26089
Suwanee Police Department,36,Local police department,GA,Gwinnett,Suwanee,30024,13135
Suwannee County Sheriff's Office,48,Sheriff's office,FL,Suwannee,Live Oak,32064,12121
Swain County Sheriff's Office,14,Sheriff's office,NC,Swain,Bryson City,28713,37173
Swainsboro Police Department,21,Local police department,GA,Emanuel,Swainsboro,30401,13107
Swampscott Police Department,33,Local police department,MA,Essex,Swampscott,1907,25009
Swan's Island Police Department,1,Local police department,ME,Hancock,Swan's Island,4685,23009
Swansboro Police Department,9,Local police department,NC,Onslow,Swansboro,28584,37133
Swansea Police Department,30,Local police department,MA,Bristol,Swansea,2777,25005
Swansea Police Department,4,Local police department,SC,Lexington,Swansea,29160,45063
Swansea Police Dept.,22,Local police department,IL,St. Clair,Swansea,62226,17163
Swanton Police Department,6,Local police department,OH,Fulton,Swanton,43558,39051
Swanton Police Department,4,Local police department,VT,Franklin,Swanton,5488,50011
Swanzey Police Department,12,Local police department,NH,Cheshire,Swanzey,3446,33005
Swarthmore Borough Police Department,9,Local police department,PA,Delaware,Swarthmore,19081,42045
Swartz Creek Police Department,8,Local police department,MI,Genesee,Swartz Creek,48473,26049
Swatara Township Police Department,46,Local police department,PA,Dauphin,Harrisburg,17111,42043
Swayzee Police,2,Local police department,IN,Grant,Swayzee,46986,18053
Sweden Township Police Department,1,Local police department,PA,Potter,Coudersport,16915,42105
Swedesboro Borough Police,8,Local police department,NJ,Gloucester,Swedesboro,8085,34015
Sweeny I.S.D. Police Dept.,1,Special jurisdiction,TX,Brazoria,Sweeny,77480,48039
Sweeny Police Department,7,Local police department,TX,Brazoria,Sweeny,77480,48039
Sweet Grass County Sheriff's Office,6,Sheriff's office,MT,Sweet Grass,Big Timber,59011,30097
Sweet Home Police Department,16,Local police department,OR,Linn,Sweet Home,97386,41043
Sweet Springs Police Department,3,Local police department,MO,Saline,Sweet Springs,65351,29195
Sweetser Police,1,Local police department,IN,Grant,Sweetser,46987,18053
Sweetwater County Sheriff's Office,78,Sheriff's office,WY,Sweetwater,Rock Springs,82901,56037
Sweetwater Police Department,18,Local police department,TN,Monroe,Sweetwater,37874,47123
Sweetwater Police Department,19,Local police department,FL,Miami-Dade,Sweetwater,33174,12086
Sweetwater Police Department,22,Local police department,TX,Nolan,Sweetwater,79556,48353
Swift County Sheriff's Office,6,Sheriff's office,MN,Swift,Benson,56215,27151
Swifton Police Department,1,Local police department,AR,Jackson,Swifton,72471,5067
Swinomish Tribal Police Department,11,Local police department,WA,Skagit,Laconner,98257,53057
Swisher County Sheriff's Office,4,Sheriff's office,TX,Swisher,Tulia,79088,48437
Swissvale Borough Police Department,14,Local police department,PA,Allegheny,Pittsburgh,15218,42003
Switzerland County Sheriff's Office,9,Sheriff's office,IN,Switzerland,Vevay,47043,18155
Swoyersville Borough Police Department,8,Local police department,PA,Luzerne,Swoyersville,18704,42079
Sycamore Police Department,1,Local police department,OH,Wyandot,Sycamore,44882,39175
Sycamore Police Department,1,Local police department,GA,Turner,Sycamore,31790,13287
Sycamore Police Dept.,29,Local police department,IL,DeKalb,Sycamore,60178,17037
Sycuan Tribal Department of Public Safety,-9,Local police department,CA,San Diego,El Cajon,92019,6073
Sykesville Borough Police Department,2,Local police department,PA,Jefferson,Sykesville,15865,42065
Sykesville Police Department,7,Local police department,MD,Carroll,Sykesville,21784,24013
Sylacauga Police Department,41,Local police department,AL,Talladega,Sylacuaga,35150,1121
Sylva Police Department,13,Local police department,NC,Jackson,Sylva,28779,37099
Sylvan Lake Police Department,5,Local police department,MI,Oakland,Keego Harbor,48320,26125
Sylvania Police Department,9,Local police department,GA,Screven,Sylvania,30467,13251
Sylvania Police Department,2,Local police department,AL,DeKalb,Sylvania,35988,1049
Sylvania Police Department,34,Local police department,OH,Lucas,Sylvania,43560,39095
Sylvania Township Police Department,44,Local police department,OH,Lucas,Sylvania,43560,39095
Sylvester Police Department,14,Local police department,GA,Worth,Sylvester,31791,13321
Syracuse Police,9,Local police department,IN,Kosciusko,Syracuse,46567,18085
Syracuse Police Department,-9,Local police department,OH,Meigs,Syracuse,45779,39105
Syracuse Police Department,19,Local police department,UT,Davis,Syracuse,84075,49011
Syracuse Police Department,489,Local police department,NY,Onondaga,Syracuse,13202,36067
Table Mountain Tribal Police Department,11,Local police department,CA,Fresno,Friant,93626,6019
Tabor City Police Department,9,Local police department,NC,Columbus,Tabor City,28463,37047
Tabor Police Department,1,Local police department,IA,Fremont,Tabor,51653,19071
Tacoma Police Department,371,Local police department,WA,Pierce,Tacoma,98409,53053
Taft I.S.D. Police Dept.,1,Special jurisdiction,TX,San Patricio,Taft,78390,48409
Taft Police Department,7,Local police department,TX,San Patricio,Taft,78390,48409
Taft Police Department,14,Local police department,CA,Kern,Taft,93268,6029
Tahlequah Police Department,32,Local police department,OK,Cherokee,Tahlequah,74464,40021
Tahoka I.S.D. Police Dept.,1,Special jurisdiction,TX,Lynn,Tahoka,79373,48305
Tahoka Police Department,4,Local police department,TX,Lynn,Tahoka,79373,48305
Takoma Park Police Department,41,Local police department,MD,Montgomery,Takoma Park,20912,24031
Talala Police Department,2,Local police department,OK,Rogers,Talala,74080,40131
Talbot County Sheriff's Office,8,Sheriff's office,GA,Talbot,Talbotton,31827,13263
Talbot County Sheriff's Office,30,Sheriff's office,MD,Talbot,Easton,21601,24041
Talbotton Police Department,-9,Local police department,GA,Talbot,Talbotton,31827,13263
Talent Police Department,8,Local police department,OR,Jackson,Talent,97540,41029
Taliaferro County Sheriff's Office,9,Sheriff's office,GA,Taliaferro,Crawfordville,30631,13265
Talihina Police Department,5,Local police department,OK,Le Flore,Talihina,74571,40079
Talladega County Sheriff's Office,37,Sheriff's office,AL,Talladega,Talladega,35161,1121
Talladega Police Department,38,Local police department,AL,Talladega,Talladega,35160,1121
Tallahassee Community College Police,8,Special jurisdiction,FL,Leon,Tallahassee,32304,12073
Tallahassee Police Department,364,Local police department,FL,Leon,Tallahassee,32303,12073
Tallahatchie County Sheriff's Office,12,Sheriff's office,MS,Tallahatchie,Charleston,38921,28135
Tallapoosa County Sheriff's Office,23,Sheriff's office,AL,Tallapoosa,Dadeville,36853,1123
Tallapoosa Police Department,17,Local police department,GA,Haralson,Tallapoosa,30176,13143
Tallassee Police Department,15,Local police department,AL,Elmore,Tallassee,36078,1051
Tallmadge Police Department,27,Local police department,OH,Summit,Tallmadge,44278,39153
Tallulah Falls Police Dept,1,Local police department,GA,Rabun,Tallulah Falls,30573,13241
Tallulah Police Dept.,12,Local police department,LA,Madison,Tallulah,71282,22065
Tama County Sheriff's Office,12,Sheriff's office,IA,Tama,Toledo,52342,19171
Tama Police Department,5,Local police department,IA,Tama,Tama,52339,19171
Tamaqua Borough Police Department,9,Local police department,PA,Schuylkill,Tamaqua,18252,42107
Tamms Police Dept,2,Local police department,IL,Alexander,Tamms,62988,17003
Tampa International Airport Police Dept,80,Special jurisdiction,FL,Hillsborough,Tampa,33622,12057
Tampa Police Department,980,Local police department,FL,Hillsborough,Tampa,33602,12057
Tampico Police Dept,1,Local police department,IL,Whiteside,Tampico,61283,17195
Tamworth Police Department,3,Local police department,NH,Carroll,Tamworth,3886,33003
Tanana Police Department,-9,Local police department,AK,Yukon Koyukuk,Tanana,99777,2290
Taney County Sheriff's Office,35,Sheriff's office,MO,Taney,Forsyth,65653,29213
Taneytown Police Department,12,Local police department,MD,Carroll,Taneytown,21787,24013
Tangier Police Department,1,Local police department,VA,Accomack,Tangier,23440,51001
Tangipahoa Parish Sheriff's Office,129,Sheriff's office,LA,Tangipahoa,Hammond,70403,22105
Tangipahoa Police Department,3,Local police department,LA,Tangipahoa,Tangipahoa,70465,22105
Taos County Sheriff's Office,19,Sheriff's office,NM,Taos,Taos,87571,35055
Taos Police Department,24,Local police department,NM,Taos,Taos,87571,35055
Taos Pueblo Tribal Police Department,5,Local police department,NM,Taos,Taos,87571,35055
Taos Ski Valley Marshal's Dept.,3,Local police department,NM,Taos,Taos Ski Valley,87525,35055
Tappahannock Police Department,10,Local police department,VA,Essex,Tappahannock,22560,51057
Tarboro Police Department,28,Local police department,NC,Edgecombe,Tarboro,27886,37065
Tarentum Borough Police Department,7,Local police department,PA,Allegheny,Tarentum,15084,42003
Tarkio Police Department,3,Local police department,MO,Atchison,Tarkio,64491,29005
Tarleton State University Police Dept.,13,Special jurisdiction,TX,Erath,Stephenville,76402,48143
Tarpon Springs Police Department,49,Local police department,FL,Pinellas,Tarpon Springs,34689,12103
Tarrant County College District Police Dept.,51,Special jurisdiction,TX,Tarrant,Fort Worth,76102,48439
Tarrant County Constable Pct. 1,10,Constable/marshal,TX,Tarrant,Fort Worth,76196,48439
